company,dividend_date,dividend_per_share,share_price_on_dividend_date
HAL,2021-11-23,7.0,662.37
HAL,2022-02-17,13.0,655.53
HAL,2022-08-19,5.0,1081.85
HAL,2022-11-18,10.0,1274.85
HAL,2023-03-20,10.0,1294.94
HAL,2023-08-24,7.5,1948.77
HAL,2024-02-20,22.0,2965.59
HAL,2024-08-21,13.0,4697.12
HAL,2025-02-18,25.0,3344.6
HAPPSTMNDS,2021-06-29,3.0,925.5
HAPPSTMNDS,2021-11-09,1.75,1310.36
HAPPSTMNDS,2022-06-23,2.0,831.65
HAPPSTMNDS,2022-11-02,2.0,965.8
HAPPSTMNDS,2023-07-07,3.4,965.95
HAPPSTMNDS,2023-10-30,2.5,818.66
HAPPSTMNDS,2024-06-14,3.25,874.13
HAPPSTMNDS,2024-11-27,2.5,726.08
HAPPSTMNDS,2025-07-18,3.5,626.95
HAVELLS,2016-06-29,3.0,337.03
HAVELLS,2017-06-21,3.5,457.31
HAVELLS,2018-07-04,4.0,524.18
HAVELLS,2019-07-18,4.5,691.38
HAVELLS,2020-03-16,4.0,548.87
HAVELLS,2021-01-28,3.0,1149.38
HAVELLS,2021-06-17,3.5,973.8
HAVELLS,2021-10-27,3.0,1248.97
HAVELLS,2022-06-14,4.5,1102.66
HAVELLS,2023-01-25,3.0,1162.56
HAVELLS,2023-06-02,4.5,1315.66
HAVELLS,2024-02-01,3.0,1302.03
HAVELLS,2024-05-31,6.0,1895.17
HAVELLS,2025-01-22,4.0,1547.7
HAVELLS,2025-05-23,6.0,1573.6
HCLTECH,2015-08-07,2.5,361.93
HCLTECH,2015-10-23,2.5,330.56
HCLTECH,2016-01-27,3.0,326.32
HCLTECH,2016-05-05,3.0,288.43
HCLTECH,2016-08-10,3.0,324.36
HCLTECH,2016-10-27,3.0,309.32
HCLTECH,2017-02-01,3.0,327.58
HCLTECH,2017-05-24,3.0,346.45
HCLTECH,2017-08-03,1.0,355.72
HCLTECH,2017-11-01,1.0,342.27
HCLTECH,2018-01-29,1.0,412.87
HCLTECH,2018-05-09,1.0,379.2
HCLTECH,2018-08-02,1.0,393.5
HCLTECH,2018-10-30,1.0,412.5
HCLTECH,2019-02-05,1.0,430.94
HCLTECH,2019-05-16,1.0,441.84
HCLTECH,2019-08-14,1.0,444.28
HCLTECH,2019-10-31,1.0,480.87
HCLTECH,2020-01-24,2.0,504.33
HCLTECH,2020-07-23,2.0,543.47
HCLTECH,2020-09-14,2.0,663.6
HCLTECH,2020-10-22,4.0,726.46
HCLTECH,2021-01-21,4.0,836.35
HCLTECH,2021-04-29,6.0,770.84
HCLTECH,2021-07-27,6.0,845.79
HCLTECH,2021-10-21,10.0,1040.7
HCLTECH,2022-01-20,10.0,1018.81
HCLTECH,2022-04-28,18.0,962.81
HCLTECH,2022-07-19,10.0,792.89
HCLTECH,2022-10-19,10.0,896.19
HCLTECH,2023-01-19,10.0,1009.43
HCLTECH,2023-04-28,18.0,982.99
HCLTECH,2023-07-20,10.0,1076.91
HCLTECH,2023-10-20,12.0,1183.91
HCLTECH,2024-01-19,12.0,1486.28
HCLTECH,2024-05-07,18.0,1278.56
HCLTECH,2024-07-23,12.0,1547.2
HCLTECH,2024-10-22,12.0,1775.98
HCLTECH,2025-01-17,12.0,1754.75
HCLTECH,2025-04-28,18.0,1537.26
HCLTECH,2025-07-18,12.0,1548.8
HDFCAMC,2019-03-06,12.0,1345.19
HDFCAMC,2019-07-04,12.0,1810.67
HDFCAMC,2020-07-09,28.0,2264.56
HDFCAMC,2021-06-29,34.0,2709.79
HDFCAMC,2022-06-09,42.0,1770.57
HDFCAMC,2023-06-09,48.0,1865.51
HDFCAMC,2024-06-18,70.0,3888.08
HDFCAMC,2025-06-06,90.0,5087.5
HDFCBANK,2016-06-29,4.75,544.13
HDFCBANK,2017-06-29,5.5,779.7
HDFCBANK,2018-05-31,6.5,1009.46
HDFCBANK,2019-06-20,7.5,1151.95
HDFCBANK,2021-06-29,6.5,1432.42
HDFCBANK,2022-05-12,15.5,1257.09
HDFCBANK,2023-05-16,19.0,1607.43
HDFCBANK,2024-05-10,19.5,1422.25
HDFCBANK,2025-06-27,22.0,2014.9
HDFCLIFE,2017-12-15,1.36,373.98
HDFCLIFE,2019-03-14,1.63,361.07
HDFCLIFE,2021-06-30,2.02,677.95
HDFCLIFE,2022-05-31,1.7,593.32
HDFCLIFE,2023-06-16,1.9,605.81
HDFCLIFE,2024-06-21,2.0,579.35
HDFCLIFE,2025-06-20,2.1,778.95
HEG,2015-09-14,0.6,23.54
HEG,2018-02-15,6.0,475.04
HEG,2018-07-13,10.0,654.33
HEG,2018-11-12,6.0,726.21
HEG,2019-08-09,10.0,183.09
HEG,2020-02-17,5.0,186.08
HEG,2021-07-19,0.6,415.66
HEG,2022-08-24,8.0,252.21
HEG,2023-08-24,8.5,347.3
HEG,2024-07-31,4.5,444.87
HEROMOTOCO,2016-03-21,40.0,2093.26
HEROMOTOCO,2016-09-15,32.0,2658.18
HEROMOTOCO,2017-03-16,55.0,2567.33
HEROMOTOCO,2017-06-30,30.0,2861.39
HEROMOTOCO,2018-02-15,55.0,2769.15
HEROMOTOCO,2018-07-11,40.0,2807.83
HEROMOTOCO,2019-02-11,55.0,2337.46
HEROMOTOCO,2019-07-16,32.0,2084.78
HEROMOTOCO,2020-02-17,65.0,1924.0
HEROMOTOCO,2020-07-30,25.0,2299.08
HEROMOTOCO,2021-02-15,65.0,3002.01
HEROMOTOCO,2021-07-22,25.0,2480.57
HEROMOTOCO,2022-02-21,60.0,2423.83
HEROMOTOCO,2022-07-27,35.0,2517.11
HEROMOTOCO,2023-02-17,65.0,2353.5
HEROMOTOCO,2023-07-27,35.0,2944.48
HEROMOTOCO,2024-02-21,75.0,4326.2
HEROMOTOCO,2024-08-01,40.0,5162.31
HEROMOTOCO,2025-02-12,100.0,3955.93
HEROMOTOCO,2025-07-24,65.0,4301.9
HFCL,2018-09-19,0.06,22.94
HFCL,2019-09-19,0.1,18.45
HFCL,2021-09-22,0.15,72.69
HFCL,2022-09-22,0.18,75.0
HFCL,2023-09-22,0.2,72.21
HFCL,2024-09-23,0.2,161.41
HINDALCO,2015-09-07,1.0,67.63
HINDALCO,2016-09-06,1.0,150.78
HINDALCO,2017-09-05,1.1,231.17
HINDALCO,2018-09-12,1.2,228.53
HINDALCO,2019-08-14,1.2,174.67
HINDALCO,2020-09-03,1.0,186.65
HINDALCO,2021-08-12,3.0,428.01
HINDALCO,2022-08-11,4.0,428.23
HINDALCO,2023-08-14,3.0,448.23
HINDALCO,2024-08-09,3.5,622.9
HINDCOPPER,2015-08-07,0.15,61.62
HINDCOPPER,2017-08-14,0.2,59.52
HINDCOPPER,2018-09-18,0.25,58.85
HINDCOPPER,2019-07-23,0.52,34.39
HINDCOPPER,2021-09-14,0.35,123.63
HINDCOPPER,2022-09-20,1.16,115.47
HINDCOPPER,2023-09-22,0.92,152.71
HINDCOPPER,2024-09-19,0.92,324.1
HINDPETRO,2015-09-02,3.63,75.74
HINDPETRO,2016-02-11,1.7,66.62
HINDPETRO,2016-03-17,1.04,74.67
HINDPETRO,2016-07-28,2.37,122.59
HINDPETRO,2017-03-01,10.0,161.9
HINDPETRO,2017-03-24,2.84,163.77
HINDPETRO,2017-07-11,0.49,161.75
HINDPETRO,2018-02-28,9.67,187.58
HINDPETRO,2018-06-28,1.67,130.14
HINDPETRO,2019-02-14,4.33,113.03
HINDPETRO,2019-06-06,6.27,162.61
HINDPETRO,2020-07-02,6.5,118.76
HINDPETRO,2021-07-08,15.17,169.25
HINDPETRO,2022-08-22,9.33,155.31
HINDPETRO,2024-02-07,10.0,339.2
HINDPETRO,2024-08-09,11.0,376.65
HINDUNILVR,2015-10-19,6.5,683.39
HINDUNILVR,2016-06-22,9.5,747.8
HINDUNILVR,2016-11-01,7.0,733.05
HINDUNILVR,2017-06-22,10.0,968.81
HINDUNILVR,2017-11-01,8.0,1121.24
HINDUNILVR,2018-06-21,12.0,1430.93
HINDUNILVR,2018-10-25,9.0,1419.32
HINDUNILVR,2019-06-20,13.0,1641.99
HINDUNILVR,2019-10-23,11.0,1950.62
HINDUNILVR,2020-06-19,14.0,1926.65
HINDUNILVR,2020-07-30,9.5,2029.98
HINDUNILVR,2020-10-28,14.0,2014.04
HINDUNILVR,2021-06-14,17.0,2216.31
HINDUNILVR,2021-10-26,15.0,2298.06
HINDUNILVR,2022-06-15,19.0,2042.17
HINDUNILVR,2022-11-01,17.0,2444.0
HINDUNILVR,2023-06-19,22.0,2590.89
HINDUNILVR,2023-11-02,18.0,2418.81
HINDUNILVR,2024-06-14,24.0,2435.45
HINDUNILVR,2024-11-06,19.0,2474.68
HINDUNILVR,2025-06-23,24.0,2275.1
HINDZINC,2015-10-23,1.9,78.22
HINDZINC,2016-11-04,1.9,128.04
HINDZINC,2017-11-01,2.0,163.61
HINDZINC,2018-03-23,6.0,154.91
HINDZINC,2018-10-31,20.0,144.94
HINDZINC,2020-05-19,16.5,105.41
HINDZINC,2020-10-27,21.3,142.85
HINDZINC,2021-12-14,18.0,236.87
HINDZINC,2022-07-20,21.0,209.82
HINDZINC,2022-11-23,15.5,238.08
HINDZINC,2023-01-30,13.0,271.15
HINDZINC,2023-03-29,26.0,266.77
HINDZINC,2023-07-14,7.0,299.48
HINDZINC,2023-12-14,6.0,296.32
HINDZINC,2024-05-15,10.0,530.29
HINDZINC,2024-08-28,19.0,501.28
HINDZINC,2025-06-17,10.0,486.35
HOMEFIRST,2023-05-19,2.6,695.35
HOMEFIRST,2024-06-07,3.4,851.71
HOMEFIRST,2025-05-30,3.7,1274.8
HONAUT,2016-08-02,10.0,9721.31
HONAUT,2017-08-01,10.0,12237.34
HONAUT,2018-07-27,32.0,19116.65
HONAUT,2019-08-01,45.0,22664.56
HONAUT,2020-08-10,75.0,31234.08
HONAUT,2021-08-10,85.0,40544.58
HONAUT,2022-08-08,90.0,40246.82
HONAUT,2023-08-03,95.0,41994.6
HONAUT,2024-07-24,100.0,54081.07
HONAUT,2025-06-16,105.0,38100.0
HSCL,2016-09-15,0.05,34.84
HSCL,2017-09-13,0.1,104.52
HSCL,2018-08-23,0.1,130.62
HSCL,2019-09-17,0.15,76.59
HSCL,2020-09-18,0.15,51.75
HSCL,2021-09-21,0.15,52.65
HSCL,2022-09-20,0.2,103.32
HSCL,2023-06-09,0.25,128.85
HSCL,2024-06-07,0.5,341.82
HSCL,2025-05-23,0.6,474.2
HUDCO,2017-09-14,0.05,57.86
HUDCO,2018-03-08,0.55,50.14
HUDCO,2019-03-20,0.68,32.71
HUDCO,2019-09-12,0.15,26.87
HUDCO,2020-03-26,0.75,14.62
HUDCO,2020-09-10,2.35,27.91
HUDCO,2021-03-25,0.75,35.84
HUDCO,2021-09-16,1.42,36.53
HUDCO,2022-03-29,0.75,28.59
HUDCO,2022-09-15,2.75,36.05
HUDCO,2023-03-21,0.75,40.89
HUDCO,2023-09-08,3.1,74.48
HUDCO,2024-03-28,1.5,182.47
HUDCO,2024-09-13,2.65,248.6
HUDCO,2025-01-30,2.05,215.03
HUDCO,2025-03-13,1.05,180.76
ICICIBANK,2016-06-16,4.55,208.71
ICICIBANK,2017-06-20,2.27,283.08
ICICIBANK,2018-08-24,1.5,321.0
ICICIBANK,2019-07-22,1.0,401.07
ICICIBANK,2021-07-29,2.0,672.03
ICICIBANK,2022-08-08,5.0,823.03
ICICIBANK,2023-08-09,8.0,964.4
ICICIBANK,2024-08-12,10.0,1172.8
ICICIGI,2017-10-26,0.75,653.5
ICICIGI,2018-07-04,2.5,688.75
ICICIGI,2018-10-29,2.5,768.65
ICICIGI,2019-06-19,3.5,1109.57
ICICIGI,2019-10-31,3.5,1296.94
ICICIGI,2021-03-18,4.0,1392.91
ICICIGI,2021-08-02,4.0,1413.2
ICICIGI,2021-10-29,4.0,1442.66
ICICIGI,2022-07-28,5.0,1162.88
ICICIGI,2022-10-27,4.5,1140.78
ICICIGI,2023-06-12,5.5,1195.76
ICICIGI,2023-10-27,5.0,1343.52
ICICIGI,2024-06-07,6.0,1644.28
ICICIGI,2024-10-28,5.5,1888.93
ICICIGI,2025-06-06,7.0,2006.2
ICICIPRULI,2016-11-02,1.1,294.74
ICICIPRULI,2017-07-07,3.5,468.81
ICICIPRULI,2017-11-02,2.3,385.72
ICICIPRULI,2018-06-18,2.2,390.3
ICICIPRULI,2018-11-01,1.6,341.82
ICICIPRULI,2019-07-09,1.55,377.79
ICICIPRULI,2019-10-31,0.8,506.47
ICICIPRULI,2021-06-16,2.0,575.25
ICICIPRULI,2022-06-16,0.55,518.05
ICICIPRULI,2023-07-13,0.6,596.79
ICICIPRULI,2024-06-13,0.6,595.36
ICICIPRULI,2025-06-12,0.85,631.65
IDBI,2023-07-06,1.0,56.29
IDBI,2024-07-16,1.5,86.04
IDBI,2025-07-15,2.1,98.14
IDEA,2015-09-18,0.36,88.16
IDEA,2016-09-22,0.36,50.26
IDFCFIRSTB,2016-07-19,0.25,48.86
IDFCFIRSTB,2017-07-20,0.75,59.91
IDFCFIRSTB,2018-07-23,0.75,37.58
IDFCFIRSTB,2025-07-11,0.25,75.23
IEX,2018-09-10,0.73,53.49
IEX,2020-03-19,0.83,42.1
IEX,2021-01-28,0.83,78.34
IEX,2021-08-18,0.5,127.91
IEX,2022-02-03,1.0,224.72
IEX,2022-08-11,1.0,157.19
IEX,2023-07-28,1.0,118.64
IEX,2024-02-02,1.0,142.3
IEX,2024-05-31,1.5,150.69
IEX,2025-01-31,1.5,173.27
IEX,2025-05-16,1.5,199.86
IFCI,2015-09-11,0.5,19.36
IFCI,2016-02-17,1.0,20.6
IGIL,2025-02-28,2.44,406.95
IGL,2015-09-09,0.6,41.25
IGL,2016-09-16,0.6,67.25
IGL,2016-11-29,0.35,74.18
IGL,2017-09-18,0.5,130.19
IGL,2018-09-14,1.0,123.65
IGL,2019-09-12,1.2,149.25
IGL,2020-09-17,1.4,192.89
IGL,2021-09-16,1.8,264.65
IGL,2022-09-15,2.75,204.47
IGL,2023-02-07,1.5,199.57
IGL,2023-03-31,5.0,207.52
IGL,2023-11-15,2.0,189.41
IGL,2024-09-13,2.5,255.35
IGL,2024-11-12,2.75,213.65
IIFL,2016-02-05,1.21,91.37
IIFL,2017-02-02,4.37,154.03
IIFL,2018-02-07,4.86,383.11
IIFL,2019-02-06,4.86,196.75
IIFL,2020-03-19,2.19,87.56
IIFL,2021-02-04,2.91,193.27
IIFL,2022-02-03,3.4,346.86
IIFL,2023-02-07,3.89,474.42
IIFL,2024-01-25,3.89,601.75
INDGN,2025-06-13,2.0,599.25
INDHOTEL,2016-08-12,0.27,112.0
INDHOTEL,2017-08-11,0.32,108.21
INDHOTEL,2018-07-11,0.39,121.38
INDHOTEL,2019-06-12,0.48,141.47
INDHOTEL,2020-07-17,0.48,75.97
INDHOTEL,2021-06-14,0.39,128.64
INDHOTEL,2022-06-22,0.4,213.26
INDHOTEL,2023-06-09,1.0,379.69
INDHOTEL,2024-06-07,1.75,583.38
INDHOTEL,2025-06-30,2.25,760.3
INDIACEM,2016-08-19,1.0,127.17
INDIACEM,2017-08-24,1.0,171.71
INDIACEM,2018-09-11,0.8,112.02
INDIACEM,2019-09-04,0.8,72.11
INDIACEM,2020-09-18,0.6,121.52
INDIACEM,2021-08-31,1.0,163.04
INDIACEM,2022-09-20,1.0,283.4
INDIAMART,2020-03-12,5.0,1113.33
INDIAMART,2021-08-23,7.5,3444.43
INDIAMART,2022-09-01,1.0,2189.26
INDIAMART,2023-05-11,10.0,2896.06
INDIAMART,2024-06-07,20.0,2511.46
INDIAMART,2025-06-06,30.0,2428.1
INDIANB,2016-06-23,1.5,116.09
INDIANB,2017-06-02,6.0,273.36
INDIANB,2018-06-21,6.0,300.23
INDIANB,2021-07-08,2.0,120.34
INDIANB,2022-06-14,6.5,140.47
INDIANB,2023-06-12,8.6,264.98
INDIANB,2024-06-07,12.0,521.37
INDIANB,2025-06-10,16.25,628.75
INDIGO,2016-09-12,15.0,834.46
INDIGO,2017-08-18,34.0,1257.32
INDIGO,2018-08-02,6.0,962.33
INDIGO,2019-08-19,5.0,1617.1
INDUSINDBK,2015-08-07,4.0,895.47
INDUSINDBK,2016-06-23,4.5,1047.64
INDUSINDBK,2017-07-18,6.0,1496.58
INDUSINDBK,2018-06-13,7.5,1861.49
INDUSINDBK,2018-07-18,7.5,1818.03
INDUSINDBK,2019-08-08,7.5,1365.55
INDUSINDBK,2021-08-17,5.0,970.66
INDUSINDBK,2022-08-11,8.5,1055.77
INDUSINDBK,2023-06-02,14.0,1274.06
INDUSINDBK,2024-06-28,16.5,1464.5
INDUSTOWER,2016-08-09,3.0,273.63
INDUSTOWER,2017-03-31,12.0,240.22
INDUSTOWER,2017-07-20,4.0,302.25
INDUSTOWER,2018-07-19,14.0,222.76
INDUSTOWER,2018-11-01,7.5,209.79
INDUSTOWER,2019-05-07,7.5,221.31
INDUSTOWER,2019-08-22,3.65,206.63
INDUSTOWER,2019-12-19,2.75,213.38
INDUSTOWER,2020-05-05,4.1,148.17
INDUSTOWER,2020-08-05,2.3,167.95
INDUSTOWER,2021-02-08,17.82,226.85
INDUSTOWER,2022-05-13,11.0,182.85
INFY,2015-10-16,5.0,432.5
INFY,2016-06-09,7.12,473.74
INFY,2016-10-21,5.5,419.37
INFY,2017-06-01,7.38,398.36
INFY,2017-10-31,6.5,383.32
INFY,2018-06-14,10.25,523.91
INFY,2018-10-25,7.0,554.31
INFY,2019-06-13,10.5,643.51
INFY,2019-10-23,8.0,570.84
INFY,2020-05-29,9.5,614.54
INFY,2020-10-23,12.0,1009.02
INFY,2021-05-31,15.0,1266.37
INFY,2021-10-26,15.0,1561.71
INFY,2022-05-31,16.0,1392.89
INFY,2022-10-27,16.5,1427.16
INFY,2023-06-02,17.5,1232.85
INFY,2023-10-25,18.0,1317.11
INFY,2024-05-31,20.0,1371.76
INFY,2024-10-29,21.0,1813.78
INFY,2025-05-30,22.0,1562.7
INOXINDIA,2025-06-04,2.0,1220.0
INTELLECT,2022-07-21,2.5,693.55
INTELLECT,2023-07-21,2.5,627.99
INTELLECT,2024-06-19,3.5,1054.32
INTELLECT,2025-07-18,4.0,1171.9
IOC,2015-09-04,1.1,37.52
IOC,2016-02-23,0.92,33.78
IOC,2016-09-02,1.42,54.21
IOC,2017-02-09,4.5,75.84
IOC,2017-03-24,1.5,73.83
IOC,2017-08-18,0.33,84.85
IOC,2018-02-08,6.33,80.34
IOC,2018-08-20,1.33,66.95
IOC,2018-12-21,4.5,61.79
IOC,2019-03-27,1.0,72.05
IOC,2019-08-21,0.67,54.46
IOC,2020-03-23,2.83,38.12
IOC,2021-02-09,5.0,49.7
IOC,2021-03-23,2.0,50.75
IOC,2021-08-05,1.0,55.32
IOC,2021-11-11,3.33,73.58
IOC,2022-02-09,2.67,69.09
IOC,2022-08-11,2.4,62.82
IOC,2023-07-28,3.0,86.99
IOC,2023-11-10,5.0,94.12
IOC,2024-07-12,7.0,167.04
IPCALAB,2017-07-27,0.5,235.21
IPCALAB,2018-08-02,0.5,369.22
IPCALAB,2019-08-06,1.5,464.95
IPCALAB,2020-02-18,2.5,646.61
IPCALAB,2020-11-13,4.0,1026.17
IPCALAB,2021-11-22,4.0,1006.46
IPCALAB,2022-11-22,4.0,860.6
IPCALAB,2023-11-22,2.0,1087.21
IPCALAB,2024-08-06,2.0,1317.67
IPCALAB,2024-11-27,2.0,1528.55
IRB,2015-10-27,0.2,22.38
IRB,2016-03-16,0.2,20.49
IRB,2017-02-02,0.2,21.25
IRB,2017-06-06,0.3,20.97
IRB,2017-07-31,0.25,20.69
IRB,2018-02-15,0.25,21.15
IRB,2018-08-01,0.25,18.39
IRB,2020-07-16,0.5,11.2
IRB,2022-08-12,0.12,25.77
IRB,2023-05-29,0.08,27.39
IRB,2023-11-06,0.1,34.51
IRB,2024-02-08,0.1,69.38
IRB,2024-05-15,0.1,65.35
IRB,2024-08-20,0.1,64.52
IRB,2024-11-08,0.1,51.35
IRB,2025-02-06,0.1,53.97
IRCON,2019-02-15,1.07,29.52
IRCON,2019-08-26,1.08,27.58
IRCON,2020-02-20,1.34,46.93
IRCON,2020-09-21,1.03,35.52
IRCON,2021-02-23,0.65,40.0
IRCON,2021-08-18,0.45,36.45
IRCON,2021-09-16,1.7,40.09
IRCON,2021-11-22,0.7,42.56
IRCON,2022-02-21,0.7,39.25
IRCON,2022-09-08,0.65,39.26
IRCON,2023-02-17,1.8,52.84
IRCON,2023-09-05,1.2,123.38
IRCON,2024-02-16,1.8,222.21
IRCON,2024-09-05,1.3,249.86
IRCON,2025-02-17,1.65,154.54
IRCTC,2020-02-24,2.0,372.02
IRCTC,2020-10-19,0.5,257.11
IRCTC,2021-09-21,1.0,703.28
IRCTC,2022-02-17,2.0,799.26
IRCTC,2022-08-18,1.5,696.08
IRCTC,2023-02-22,3.5,606.93
IRCTC,2023-08-18,2.0,632.5
IRCTC,2023-11-17,2.5,697.94
IRCTC,2024-08-23,4.0,914.91
IRCTC,2024-11-14,4.0,796.31
IRCTC,2025-02-20,3.0,735.5
IRFC,2021-02-17,1.05,22.36
IRFC,2021-11-10,0.77,22.6
IRFC,2022-09-15,0.63,20.89
IRFC,2022-11-17,0.8,26.94
IRFC,2023-09-15,0.7,77.29
IRFC,2023-11-10,0.8,72.96
IRFC,2024-08-22,0.7,179.33
IRFC,2024-11-12,0.8,144.42
IRFC,2025-03-21,0.8,129.66
ITC,2016-05-30,1.33,176.64
ITC,2017-06-05,4.75,239.49
ITC,2018-05-25,5.15,209.35
ITC,2019-05-22,5.75,234.87
ITC,2020-07-06,10.15,164.61
ITC,2021-02-22,5.0,174.62
ITC,2021-06-10,5.75,181.43
ITC,2022-02-14,5.25,194.62
ITC,2022-05-26,6.25,242.08
ITC,2023-02-15,6.0,352.38
ITC,2023-05-30,6.75,421.13
ITC,2024-02-08,6.25,393.74
ITC,2024-06-04,7.5,401.35
ITC,2025-02-12,6.5,402.48
ITC,2025-05-28,7.85,420.2
J&KBANK,2015-08-13,2.1,152.31
J&KBANK,2016-07-11,1.75,154.02
J&KBANK,2023-08-17,0.5,84.88
J&KBANK,2024-08-09,2.15,113.11
JBCHEPHARM,2016-03-17,2.25,116.07
JBCHEPHARM,2016-08-11,0.25,128.64
JBCHEPHARM,2017-09-11,0.5,127.68
JBCHEPHARM,2018-08-27,1.0,153.95
JBCHEPHARM,2019-08-14,2.5,175.9
JBCHEPHARM,2020-03-03,5.0,266.36
JBCHEPHARM,2020-09-22,0.5,477.44
JBCHEPHARM,2021-02-18,4.25,555.86
JBCHEPHARM,2021-09-01,4.0,822.41
JBCHEPHARM,2022-02-23,4.25,782.76
JBCHEPHARM,2022-08-12,4.0,901.02
JBCHEPHARM,2023-02-17,4.25,961.74
JBCHEPHARM,2023-08-17,4.62,1277.27
JBCHEPHARM,2024-02-16,5.5,1634.87
JBCHEPHARM,2024-08-14,6.75,1951.34
JBCHEPHARM,2025-02-07,8.5,1664.76
JBCHEPHARM,2025-07-30,7.0,1782.6
JBMA,2015-09-10,0.5,32.68
JBMA,2016-08-25,0.35,37.34
JBMA,2017-08-10,0.4,60.56
JBMA,2018-08-23,0.4,70.53
JBMA,2019-09-05,0.45,29.35
JBMA,2020-12-03,0.35,55.36
JBMA,2021-09-22,0.3,91.68
JBMA,2022-09-16,0.5,198.17
JBMA,2023-09-08,0.65,751.19
JBMA,2024-09-05,0.75,971.33
JINDALSAW,2015-09-10,0.5,26.03
JINDALSAW,2016-12-14,0.5,25.07
JINDALSAW,2017-09-15,0.5,46.27
JINDALSAW,2018-09-18,0.6,41.21
JINDALSAW,2019-08-29,1.0,30.4
JINDALSAW,2020-09-17,1.0,33.14
JINDALSAW,2021-07-08,1.0,56.1
JINDALSAW,2022-09-19,1.0,41.96
JINDALSAW,2023-06-13,1.5,120.11
JINDALSAW,2024-06-11,2.0,273.93
JINDALSAW,2025-06-05,2.0,215.57
JINDALSTEL,2022-03-16,1.0,460.55
JINDALSTEL,2022-09-20,2.0,436.48
JINDALSTEL,2023-08-18,2.0,639.71
JINDALSTEL,2024-08-22,2.0,965.75
JKCEMENT,2016-07-26,4.0,661.28
JKCEMENT,2017-07-18,8.0,929.89
JKCEMENT,2018-07-17,10.0,747.24
JKCEMENT,2019-07-23,10.0,942.39
JKCEMENT,2020-03-11,7.5,1258.5
JKCEMENT,2021-08-03,15.0,3212.8
JKCEMENT,2022-08-02,15.0,2523.96
JKCEMENT,2023-08-01,15.0,3237.97
JKCEMENT,2024-07-09,15.0,4242.64
JKCEMENT,2025-07-08,15.0,6297.5
JKTYRE,2015-09-14,1.5,91.69
JKTYRE,2016-08-25,2.5,113.11
JKTYRE,2017-07-27,2.5,147.33
JKTYRE,2018-08-13,1.5,117.34
JKTYRE,2019-08-06,1.5,52.61
JKTYRE,2020-09-14,0.7,55.54
JKTYRE,2021-08-18,2.0,152.22
JKTYRE,2022-08-18,1.5,134.01
JKTYRE,2023-07-27,2.0,244.2
JKTYRE,2024-02-16,1.0,506.11
JKTYRE,2024-07-26,3.5,440.35
JKTYRE,2025-07-31,3.0,335.05
JMFINANCIL,2016-02-11,0.6,29.19
JMFINANCIL,2016-05-23,0.85,38.65
JMFINANCIL,2017-02-02,0.65,65.64
JMFINANCIL,2017-05-11,0.85,103.8
JMFINANCIL,2018-01-31,0.7,143.77
JMFINANCIL,2018-05-10,1.1,121.74
JMFINANCIL,2019-01-31,0.5,69.15
JMFINANCIL,2019-05-10,0.5,72.59
JMFINANCIL,2020-05-15,0.2,56.94
JMFINANCIL,2021-05-28,0.5,79.82
JMFINANCIL,2022-02-17,0.5,62.62
JMFINANCIL,2022-07-07,1.15,57.71
JMFINANCIL,2022-11-24,0.9,67.08
JMFINANCIL,2023-05-19,0.9,65.09
JMFINANCIL,2024-06-07,2.0,78.38
JMFINANCIL,2025-06-13,2.7,143.41
JSL,2023-09-15,1.5,488.0
JSL,2023-10-27,1.0,447.97
JSL,2024-08-30,2.0,792.15
JSL,2025-02-07,1.0,642.1
JSWENERGY,2016-07-11,2.0,76.09
JSWENERGY,2017-06-30,0.5,59.86
JSWENERGY,2019-08-02,1.0,63.75
JSWENERGY,2020-08-04,1.0,44.66
JSWENERGY,2021-07-27,2.0,247.04
JSWENERGY,2022-05-30,2.0,280.17
JSWENERGY,2023-06-02,2.0,249.09
JSWENERGY,2024-05-31,2.0,610.59
JSWENERGY,2025-06-06,2.0,522.85
JSWINFRA,2024-07-19,0.55,314.89
JSWINFRA,2025-07-01,0.8,313.8
JSWSTEEL,2016-07-04,0.75,133.01
JSWSTEEL,2017-06-12,2.25,181.46
JSWSTEEL,2018-07-06,3.2,284.58
JSWSTEEL,2019-07-08,4.1,245.65
JSWSTEEL,2020-07-06,2.0,183.41
JSWSTEEL,2021-07-05,6.5,643.07
JSWSTEEL,2022-07-04,17.35,543.45
JSWSTEEL,2023-07-11,3.4,789.08
JSWSTEEL,2024-07-09,7.3,932.79
JSWSTEEL,2025-07-08,2.8,1045.0
JUBLFOOD,2015-08-26,0.25,159.31
JUBLFOOD,2016-08-24,0.25,120.71
JUBLFOOD,2017-08-18,0.25,136.77
JUBLFOOD,2018-09-18,0.5,272.63
JUBLFOOD,2019-09-16,1.0,250.84
JUBLFOOD,2020-03-09,1.2,326.82
JUBLFOOD,2021-08-06,1.2,736.94
JUBLFOOD,2022-07-08,1.2,571.58
JUBLFOOD,2023-07-12,1.2,477.98
JUBLFOOD,2024-07-12,1.2,581.04
JUBLFOOD,2025-07-18,1.2,681.8
JUBLINGREA,2021-08-05,0.35,587.9
JUBLINGREA,2022-02-10,2.5,549.71
JUBLINGREA,2022-08-23,2.5,463.2
JUBLINGREA,2023-02-10,2.5,458.63
